FIPS,county,state,year,total_vote,dem_vote,rep_vote
32007,Elko,NV,1976,5459,1955,3293
32007,Elko,NV,1980,6197,1296,4393
32007,Elko,NV,1984,6861,1566,5110
32007,Elko,NV,1988,8372,2310,5722
32007,Elko,NV,1992,11926,2782,5208
32007,Elko,NV,1996,11857,3149,6512
32007,Elko,NV,2000,14180,2542,11025
32007,Elko,NV,2004,15309,3050,11938
32007,Elko,NV,2008,16019,4541,10969
32007,Elko,NV,2012,15986,3511,12014
32007,Elko,NV,2016,18559,3401,13551
32007,Elko,NV,2020,21967,4557,16741
32009,Esmeralda,NV,1960,371,215,156
32009,Esmeralda,NV,1964,318,187,131
32009,Esmeralda,NV,1968,353,118,138
32009,Esmeralda,NV,1972,400,127,273
32009,Esmeralda,NV,1976,416,214,181
32009,Esmeralda,NV,1980,469,110,311
32009,Esmeralda,NV,1984,647,158,453
32009,Esmeralda,NV,1988,552,143,380
32009,Esmeralda,NV,1992,584,118,221
32009,Esmeralda,NV,1996,546,140,277
32009,Esmeralda,NV,2000,491,116,333
32009,Esmeralda,NV,2004,481,99,367
32009,Esmeralda,NV,2008,439,104,303
32009,Esmeralda,NV,2012,435,92,317
32009,Esmeralda,NV,2016,423,65,329
32009,Esmeralda,NV,2020,487,74,400
32011,Eureka,NV,1960,462,223,239
32011,Eureka,NV,1964,528,285,243
32011,Eureka,NV,1968,490,149,277
32011,Eureka,NV,1972,510,139,371
32011,Eureka,NV,1976,467,163,272
32011,Eureka,NV,1980,564,103,430
32011,Eureka,NV,1984,578,124,439
32011,Eureka,NV,1988,582,151,413
32011,Eureka,NV,1992,690,129,330
32011,Eureka,NV,1996,688,158,412
32011,Eureka,NV,2000,837,150,632
32011,Eureka,NV,2004,738,144,571
32011,Eureka,NV,2008,745,144,564
32011,Eureka,NV,2012,808,107,663
32011,Eureka,NV,2016,854,74,723
32011,Eureka,NV,2020,1017,105,895
32013,Humboldt,NV,1960,2330,1173,1157
32013,Humboldt,NV,1964,2527,1421,1106
32013,Humboldt,NV,1968,2525,885,1287
32013,Humboldt,NV,1972,2372,713,1659
32013,Humboldt,NV,1976,2585,1074,1380
32013,Humboldt,NV,1980,2843,684,1950
32013,Humboldt,NV,1984,3450,862,2498
32013,Humboldt,NV,1988,3576,1024,2378
32013,Humboldt,NV,1992,3523,810,1505
32013,Humboldt,NV,1996,4590,1467,2334
32013,Humboldt,NV,2000,5030,1128,3638
32013,Humboldt,NV,2004,5367,1361,3896
32013,Humboldt,NV,2008,5664,1909,3586
32013,Humboldt,NV,2012,5744,1737,3810
32013,Humboldt,NV,2016,6433,1386,4521
32013,Humboldt,NV,2020,7771,1689,5877
32015,Lander,NV,1960,774,391,383
32015,Lander,NV,1964,729,391,338
32015,Lander,NV,1968,909,301,461
32015,Lander,NV,1972,1266,468,798
32015,Lander,NV,1976,1123,518,561
32015,Lander,NV,1980,1425,361,935
32015,Lander,NV,1984,1561,301,1222
32015,Lander,NV,1988,1714,439,1214
32015,Lander,NV,1992,1992,423,885
32015,Lander,NV,1996,2215,660,1107
32015,Lander,NV,2000,2119,395,1619
32015,Lander,NV,2004,2053,414,1602
32015,Lander,NV,2008,2102,577,1466
32015,Lander,NV,2012,2165,534,1580
32015,Lander,NV,2016,2413,403,1828
32015,Lander,NV,2020,2765,496,2198
32017,Lincoln,NV,1960,1301,771,530
32017,Lincoln,NV,1964,1225,785,440
32017,Lincoln,NV,1968,1113,414,555
32017,Lincoln,NV,1972,1223,382,841
32017,Lincoln,NV,1976,1399,642,700
32017,Lincoln,NV,1980,1586,396,1087
32017,Lincoln,NV,1984,1616,397,1175
32017,Lincoln,NV,1988,1564,466,1035
32017,Lincoln,NV,1992,1857,511,890
32017,Lincoln,NV,1996,1783,499,936
32017,Lincoln,NV,2000,1956,461,1372
32017,Lincoln,NV,2004,2047,418,1579
32017,Lincoln,NV,2008,2107,518,1498
32017,Lincoln,NV,2012,2152,400,1691
32017,Lincoln,NV,2016,2132,285,1671
32017,Lincoln,NV,2020,2446,330,2067
32019,Lyon,NV,1960,2503,1009,1494
32019,Lyon,NV,1964,2724,1327,1397
32019,Lyon,NV,1968,2999,939,1616
32019,Lyon,NV,1972,3772,959,2813
32019,Lyon,NV,1976,4162,1866,2068
32019,Lyon,NV,1980,5456,1288,3709
32019,Lyon,NV,1984,6177,1673,4320
32019,Lyon,NV,1988,6987,2301,4390
32019,Lyon,NV,1992,9204,2777,3509
32019,Lyon,NV,1996,9699,3419,4753
32019,Lyon,NV,2000,11992,3955,7270
32019,Lyon,NV,2004,17151,5637,11136
32019,Lyon,NV,2008,21103,8405,12154
32019,Lyon,NV,2012,21465,7380,13520
32019,Lyon,NV,2016,23762,6146,16005
32019,Lyon,NV,2020,30238,8473,20914
32021,Mineral,NV,1960,2536,1606,930
32021,Mineral,NV,1964,2367,1440,927
32021,Mineral,NV,1968,2869,1242,927
32021,Mineral,NV,1972,2879,768,2111
32021,Mineral,NV,1976,2594,1361,1104
32021,Mineral,NV,1980,2546,631,1628
32021,Mineral,NV,1984,2504,766,1645
32021,Mineral,NV,1988,2602,978,1480
32021,Mineral,NV,1992,2641,909,918
32021,Mineral,NV,1996,2318,1068,814
32021,Mineral,NV,2000,2293,916,1227
32021,Mineral,NV,2004,2327,931,1336
32021,Mineral,NV,2008,2307,1082,1131
32021,Mineral,NV,2012,2035,863,1080
32021,Mineral,NV,2016,1997,637,1179
32021,Mineral,NV,2020,2335,829,1423
32023,Nye,NV,1960,1756,993,763
32023,Nye,NV,1964,2098,1276,822
32023,Nye,NV,1968,2071,728,843
32023,Nye,NV,1972,2089,802,1287
32023,Nye,NV,1976,2415,1261,1027
32023,Nye,NV,1980,3720,973,2387
32023,Nye,NV,1984,4989,1269,3573
32023,Nye,NV,1988,5603,1748,3619
32023,Nye,NV,1992,8022,2561,2743
32023,Nye,NV,1996,9211,3300,3979
32023,Nye,NV,2000,12181,4525,6904
32023,Nye,NV,2004,14510,5616,8487
32023,Nye,NV,2008,17491,7226,9537
32023,Nye,NV,2012,17522,6320,10566
32023,Nye,NV,2016,19595,5094,13324
32023,Nye,NV,2020,25378,7288,17528
32027,Pershing,NV,1960,1364,716,648
32027,Pershing,NV,1964,1224,738,486
32027,Pershing,NV,1968,1213,466,567
32027,Pershing,NV,1972,1218,365,853
32027,Pershing,NV,1976,1353,633,635
32027,Pershing,NV,1980,1282,311,877
32027,Pershing,NV,1984,1330,333,956
32027,Pershing,NV,1988,1396,458,867
32027,Pershing,NV,1992,1566,467,643
32027,Pershing,NV,1996,1569,565,743
32027,Pershing,NV,2000,1802,476,1221
32027,Pershing,NV,2004,1917,538,1341
32027,Pershing,NV,2008,1836,673,1075
32027,Pershing,NV,2012,1884,632,1167
32027,Pershing,NV,2016,1982,430,1403
32027,Pershing,NV,2020,2320,547,1731
32029,Storey,NV,1960,370,167,203
32029,Storey,NV,1964,433,261,172
32029,Storey,NV,1968,444,172,222
32029,Storey,NV,1972,734,226,508
32029,Storey,NV,1976,636,310,274
32029,Storey,NV,1980,783,222,460
32029,Storey,NV,1984,854,252,570
32029,Storey,NV,1988,1155,432,651
32029,Storey,NV,1992,1519,488,458
32029,Storey,NV,1996,1655,614,705
32029,Storey,NV,2000,1798,666,1014
32029,Storey,NV,2004,2168,871,1253
32029,Storey,NV,2008,2418,1102,1247
32029,Storey,NV,2012,2314,920,1321
32029,Storey,NV,2016,2558,752,1616
32029,Storey,NV,2020,2877,902,1908
32031,Washoe,NV,1960,34113,15280,18833
32031,Washoe,NV,1964,38520,20170,18350
32031,Washoe,NV,1968,42988,14560,23492
32031,Washoe,NV,1972,50645,17106,33539
32031,Washoe,NV,1976,53227,21687,29264
32031,Washoe,NV,1980,64956,15621,41276
32031,Washoe,NV,1984,74511,22321,50418
32031,Washoe,NV,1988,88728,32902,52654
32031,Washoe,NV,1992,114671,39500,42636
32031,Washoe,NV,1996,109266,44915,49477
32031,Washoe,NV,2000,122301,52097,63640
32031,Washoe,NV,2004,159079,74841,81545
32031,Washoe,NV,2008,180414,99671,76880
32031,Washoe,NV,2012,187855,95409,88453
32031,Washoe,NV,2016,209909,97379,94758
32031,Washoe,NV,2020,252142,128128,116760
32033,White Pine,NV,1960,4265,2713,1552
32033,White Pine,NV,1964,3983,2809,1174
32033,White Pine,NV,1968,4108,2062,1670
32033,White Pine,NV,1972,3992,1546,2446
32033,White Pine,NV,1976,3739,2009,1543
32033,White Pine,NV,1980,3462,1181,1896
32033,White Pine,NV,1984,3311,1276,1917
32033,White Pine,NV,1988,3328,1351,1774
32033,White Pine,NV,1992,3730,1354,1206
32033,White Pine,NV,1996,3495,1397,1399
32033,White Pine,NV,2000,3543,1069,2234
32033,White Pine,NV,2004,3802,1082,2604
32033,White Pine,NV,2008,3842,1230,2440
32033,White Pine,NV,2012,3704,983,2601
32033,White Pine,NV,2016,3773,707,2723
32033,White Pine,NV,2020,4369,859,3403
32510,Carson City,NV,1960,3229,1283,1946
32510,Carson City,NV,1964,4126,2129,1997
32510,Carson City,NV,1968,5601,1770,3169
32510,Carson City,NV,1972,7516,2120,5396
32510,Carson City,NV,1976,9761,3874,5282
32510,Carson City,NV,1980,12556,2769,8389
32510,Carson City,NV,1984,13536,3790,9477
32510,Carson City,NV,1988,15291,5088,9701
32510,Carson City,NV,1992,18803,6035,7302
32510,Carson City,NV,1996,18814,7269,9168
32510,Carson City,NV,2000,19452,7354,11084
32510,Carson City,NV,2004,23106,9441,13171
32510,Carson City,NV,2008,23680,11623,11419
32510,Carson City,NV,2012,23319,10291,12394
32510,Carson City,NV,2016,25016,9610,13125
32510,Carson City,NV,2020,29739,12735,16113
33001,Belknap,NH,1960,14786,5630,9156
33001,Belknap,NH,1964,13932,8024,5908
33001,Belknap,NH,1968,14071,4942,8642
33001,Belknap,NH,1972,16312,4610,11536
33001,Belknap,NH,1976,16249,6143,9876
33001,Belknap,NH,1980,18546,4365,12077
33001,Belknap,NH,1984,19027,4743,14200
33001,Belknap,NH,1988,21280,6603,14454
33001,Belknap,NH,1992,25090,8405,10578
33001,Belknap,NH,1996,23616,10345,10685
33001,Belknap,NH,2000,26795,10719,14799
33001,Belknap,NH,2004,32298,14080,17920
33001,Belknap,NH,2008,33614,16796,16402
33001,Belknap,NH,2012,33887,15890,17571
33001,Belknap,NH,2016,35045,13517,19315
33001,Belknap,NH,2020,38479,16894,20899
33003,Carroll,NH,1960,9405,1918,7487
33003,Carroll,NH,1964,9015,4058,4957
33003,Carroll,NH,1968,9317,2163,6795
33003,Carroll,NH,1972,11070,2395,8525
33003,Carroll,NH,1976,12198,3374,8561
33003,Carroll,NH,1980,14841,3119,9980
33003,Carroll,NH,1984,15764,3806,11891
33003,Carroll,NH,1988,18344,5153,12983
33003,Carroll,NH,1992,21703,7258,8715
33003,Carroll,NH,1996,20763,8881,9168
33003,Carroll,NH,2000,23879,9852,12597
33003,Carroll,NH,2004,28222,13319,14614
33003,Carroll,NH,2008,29056,15221,13387
33003,Carroll,NH,2012,28602,13977,14207
33003,Carroll,NH,2016,29616,12987,14635
33003,Carroll,NH,2020,33297,16649,16150
33005,Cheshire,NH,1960,20262,8668,11594
33005,Cheshire,NH,1964,19584,13626,5958
33005,Cheshire,NH,1968,20332,9135,10702
33005,Cheshire,NH,1972,22703,9157,13390
33005,Cheshire,NH,1976,23305,10388,12554
33005,Cheshire,NH,1980,25467,7835,13242
33005,Cheshire,NH,1984,24941,8990,15851
33005,Cheshire,NH,1988,27512,12339,15002
33005,Cheshire,NH,1992,32457,15037,11037
33005,Cheshire,NH,1996,29701,16159,10252
33005,Cheshire,NH,2000,33395,17382,13793
33005,Cheshire,NH,2004,41347,24438,16463
33005,Cheshire,NH,2008,42823,26971,15205
33005,Cheshire,NH,2012,41360,25380,15156
33005,Cheshire,NH,2016,41895,22064,16876
33005,Cheshire,NH,2020,44347,25506,17892
33007,Coos,NH,1960,18252,10455,7797
33007,Coos,NH,1964,16819,11956,4863
33007,Coos,NH,1968,15497,8261,6822
33007,Coos,NH,1972,15563,5829,9468
33007,Coos,NH,1976,14638,7385,7094
33007,Coos,NH,1980,14520,4749,8724
33007,Coos,NH,1984,14057,4004,10013
33007,Coos,NH,1988,13840,4981,8763
33007,Coos,NH,1992,15804,6559,5271
33007,Coos,NH,1996,14137,7191,4703
33007,Coos,NH,2000,14600,6570,7329
33007,Coos,NH,2004,16925,8585,8143
33007,Coos,NH,2008,16348,9532,6558
33007,Coos,NH,2012,15699,9095,6342
33007,Coos,NH,2016,15627,6563,7952
33007,Coos,NH,2020,16544,7640,8617
33009,Grafton,NH,1960,22275,7821,14454
33009,Grafton,NH,1964,21027,12566,8461
33009,Grafton,NH,1968,21554,7813,12881
33009,Grafton,NH,1972,25319,8388,16605
33009,Grafton,NH,1976,23914,8996,14430
33009,Grafton,NH,1980,27151,7282,15273
33009,Grafton,NH,1984,27300,8757,18451
33009,Grafton,NH,1988,30699,11484,19033
33009,Grafton,NH,1992,36343,15389,13450
33009,Grafton,NH,1996,34772,17476,13543
33009,Grafton,NH,2000,38733,18326,18092
33009,Grafton,NH,2004,46971,26180,20277
33009,Grafton,NH,2008,49890,31446,17687
33009,Grafton,NH,2012,49014,29826,18208
33009,Grafton,NH,2016,51191,28510,19010
33009,Grafton,NH,2020,54132,33180,19905
33011,Hillsborough,NH,1960,90565,52135,38430
33011,Hillsborough,NH,1964,89739,60236,29503
33011,Hillsborough,NH,1968,92169,45423,42409
33011,Hillsborough,NH,1972,101377,34739,65274
33011,Hillsborough,NH,1976,100880,45544,53581
33011,Hillsborough,NH,1980,115304,31789,68994
33011,Hillsborough,NH,1984,115251,33314,81462
33011,Hillsborough,NH,1988,135778,45799,88261
33011,Hillsborough,NH,1992,157840,58470,61620
33011,Hillsborough,NH,1996,146635,71282,59441
33011,Hillsborough,NH,2000,165761,77625,80649
33011,Hillsborough,NH,2004,195427,94121,99724
33011,Hillsborough,NH,2008,204709,104820,97178
33011,Hillsborough,NH,2012,205667,102303,99991
33011,Hillsborough,NH,2016,214157,99589,100013
33011,Hillsborough,NH,2020,231659,122344,104625
33013,Merrimack,NH,1960,33673,13278,20395
33013,Merrimack,NH,1964,32382,19818,12564
33013,Merrimack,NH,1968,33292,12711,19289
33013,Merrimack,NH,1972,37453,11737,25354
33013,Merrimack,NH,1976,37282,14865,21853
33013,Merrimack,NH,1980,41960,12083,23584
33013,Merrimack,NH,1984,41579,13510,27925
33013,Merrimack,NH,1988,48686,18637,29535
33013,Merrimack,NH,1992,58834,24437,22114
33013,Merrimack,NH,1996,56200,29381,21231
33013,Merrimack,NH,2000,63684,30622,30028
33013,Merrimack,NH,2004,76647,39975,36060
33013,Merrimack,NH,2008,80106,45078,34010
33013,Merrimack,NH,2012,80514,44756,34524
33013,Merrimack,NH,2016,83648,40198,37674
33013,Merrimack,NH,2020,90133,48533,39711
33015,Rockingham,NH,1960,45095,17063,28032
33015,Rockingham,NH,1964,46754,27256,19498
33015,Rockingham,NH,1968,52456,21195,28842
33015,Rockingham,NH,1972,61541,21998,38825
33015,Rockingham,NH,1976,68130,30051,36738
33015,Rockingham,NH,1980,79474,21712,45960
33015,Rockingham,NH,1984,83440,25557,57586
33015,Rockingham,NH,1988,101405,35775,64034
33015,Rockingham,NH,1992,123806,44317,47353
33015,Rockingham,NH,1996,113248,53644,46201
33015,Rockingham,NH,2000,134173,61628,65860
33015,Rockingham,NH,2004,158816,75437,82069
33015,Rockingham,NH,2008,167822,83723,81917
33015,Rockingham,NH,2012,170423,80142,87921
33015,Rockingham,NH,2016,181434,79994,90447
33015,Rockingham,NH,2020,199342,100064,95858
33017,Strafford,NH,1960,27874,14335,13539
33017,Strafford,NH,1964,26079,17737,8342
33017,Strafford,NH,1968,26283,13129,12427
33017,Strafford,NH,1972,29129,12028,16846
33017,Strafford,NH,1976,29815,14566,14569
33017,Strafford,NH,1980,32531,11041,16399
33017,Strafford,NH,1984,33356,12752,20452
33017,Strafford,NH,1988,37698,16547,20636
33017,Strafford,NH,1992,47539,21247,16028
33017,Strafford,NH,1996,42843,23475,14484
33017,Strafford,NH,2000,49393,25400,21108
33017,Strafford,NH,2004,59281,32942,25825
33017,Strafford,NH,2008,63848,37990,25021
33017,Strafford,NH,2012,63969,36026,26729
33017,Strafford,NH,2016,69000,34894,29072
33017,Strafford,NH,2020,73805,41721,30489
33019,Sullivan,NH,1960,13574,6469,7105
33019,Sullivan,NH,1964,12762,8787,3975
33019,Sullivan,NH,1968,12328,5817,6094
33019,Sullivan,NH,1972,13592,5554,7901
33019,Sullivan,NH,1976,13207,6323,6679
33019,Sullivan,NH,1980,14137,4889,7472
33019,Sullivan,NH,1984,14239,4962,9220
33019,Sullivan,NH,1988,15283,6378,8836
33019,Sullivan,NH,1992,17799,7921,6318
33019,Sullivan,NH,1996,17260,8380,6824
33019,Sullivan,NH,2000,18668,8224,9304
33019,Sullivan,NH,2004,21804,11434,10142
33019,Sullivan,NH,2008,22754,13249,9169
33019,Sullivan,NH,2012,21837,12166,9269
33019,Sullivan,NH,2016,22683,10210,10796
33019,Sullivan,NH,2020,24444,12390,11508
34001,Atlantic,NJ,1960,76969,36129,39158
34001,Atlantic,NJ,1964,78019,50945,25626
34001,Atlantic,NJ,1968,77834,35581,32807
34001,Atlantic,NJ,1972,76700,28203,45667
34001,Atlantic,NJ,1976,80630,41965,36733
34001,Atlantic,NJ,1980,76202,31286,37973
34001,Atlantic,NJ,1984,82851,33240,49158
34001,Atlantic,NJ,1988,79442,34047,44748
34001,Atlantic,NJ,1992,90298,39633,34279
34001,Atlantic,NJ,1996,83601,44434,29538
34001,Atlantic,NJ,2000,91102,52880,35593
34001,Atlantic,NJ,2004,106097,55746,49487
34001,Atlantic,NJ,2008,119042,67830,49902
34001,Atlantic,NJ,2012,113179,65600,46522
34001,Atlantic,NJ,2016,118041,60924,52690
34001,Atlantic,NJ,2020,140031,73808,64438
34003,Bergen,NJ,1960,381808,156165,224969
34003,Bergen,NJ,1964,393465,234849,157899
34003,Bergen,NJ,1968,413037,162182,224911
34003,Bergen,NJ,1972,436894,147155,285458
34003,Bergen,NJ,1976,424853,180738,237331
34003,Bergen,NJ,1980,415157,139474,232043
34003,Bergen,NJ,1984,424718,155039,268507
34003,Bergen,NJ,1988,389933,160655,226885
34003,Bergen,NJ,1992,403137,171104,178223
34003,Bergen,NJ,1996,362887,191085,141164
34003,Bergen,NJ,2000,366721,202682,152731
34003,Bergen,NJ,2004,400244,207666,189833
34003,Bergen,NJ,2008,414733,225367,186118
34003,Bergen,NJ,2012,385407,212754,169070
34003,Bergen,NJ,2016,422213,231211,175529
34003,Bergen,NJ,2020,497838,285967,204417
34005,Burlington,NJ,1960,81539,39321,42112
34005,Burlington,NJ,1964,88945,57638,31215
34005,Burlington,NJ,1968,99747,41651,46177
34005,Burlington,NJ,1972,114260,41520,70805
34005,Burlington,NJ,1976,126820,63309,60960
34005,Burlington,NJ,1980,131709,50083,68415
34005,Burlington,NJ,1984,147659,57467,89815
34005,Burlington,NJ,1988,149949,61140,87416
34005,Burlington,NJ,1992,173357,72845,63709
34005,Burlington,NJ,1996,163809,85086,57337
34005,Burlington,NJ,2000,177541,99506,72254
34005,Burlington,NJ,2004,207956,110411,95936
34005,Burlington,NJ,2008,223174,131219,89626
34005,Burlington,NJ,2012,215936,126377,87401
34005,Burlington,NJ,2016,221283,121725,89272
34005,Burlington,NJ,2020,262650,154595,103345
34007,Camden,NJ,1960,186515,102083,84066
34007,Camden,NJ,1964,185761,124620,60844
34007,Camden,NJ,1968,188887,87347,77642
34007,Camden,NJ,1972,190207,75202,111935
34007,Camden,NJ,1976,195611,108854,82801
34007,Camden,NJ,1980,186808,80033,87939
34007,Camden,NJ,1984,200886,90233,109749
34007,Camden,NJ,1988,192515,90704,100072
34007,Camden,NJ,1992,210886,104915,67205
34007,Camden,NJ,1996,189723,114962,52791
34007,Camden,NJ,2000,196861,127166,62464
34007,Camden,NJ,2004,220933,137765,81427
34007,Camden,NJ,2008,235704,159259,73819
34007,Camden,NJ,2012,225428,153682,69476
34007,Camden,NJ,2016,229047,146717,72631
34007,Camden,NJ,2020,265599,175065,86207
34009,Cape May,NJ,1960,26222,10137,16076
34009,Cape May,NJ,1964,26380,14943,11390
34009,Cape May,NJ,1968,28172,9664,14970
34009,Cape May,NJ,1972,32069,8729,22621
34009,Cape May,NJ,1976,36667,16489,19498
34009,Cape May,NJ,1980,38471,12708,22729
34009,Cape May,NJ,1984,42297,13378,28786
34009,Cape May,NJ,1988,44117,15105,28738
34009,Cape May,NJ,1992,48856,17324,21502
34009,Cape May,NJ,1996,45036,19849,19357
34009,Cape May,NJ,2000,47594,22189,23794
34009,Cape May,NJ,2004,50762,21475,28832
34009,Cape May,NJ,2008,50835,22893,27288
34009,Cape May,NJ,2012,47931,21657,25781
34009,Cape May,NJ,2016,49257,18750,28446
34009,Cape May,NJ,2020,57933,23941,33158
34011,Cumberland,NJ,1960,44512,23199,21283
34011,Cumberland,NJ,1964,46215,33593,12611
34011,Cumberland,NJ,1968,45488,21661,18388
34011,Cumberland,NJ,1972,45392,18692,26409
34011,Cumberland,NJ,1976,50287,29165,20535
34011,Cumberland,NJ,1980,46403,19356,23242
34011,Cumberland,NJ,1984,51155,21141,29398
34011,Cumberland,NJ,1988,48349,21869,26024
34011,Cumberland,NJ,1992,52116,22220,19253
34011,Cumberland,NJ,1996,46533,25444,14744
34011,Cumberland,NJ,2000,48684,28188,18882
34011,Cumberland,NJ,2004,53185,27875,24362
34011,Cumberland,NJ,2008,58065,34919,22360
34011,Cumberland,NJ,2012,55292,34055,20658
34011,Cumberland,NJ,2016,54331,27771,24453
34011,Cumberland,NJ,2020,62575,32742,28952
34013,Essex,NJ,1960,393623,217878,167848
34013,Essex,NJ,1964,396477,277042,116172
34013,Essex,NJ,1968,357095,185440,140084
34013,Essex,NJ,1972,338888,161270,170036
34013,Essex,NJ,1976,315812,174434,133911
34013,Essex,NJ,1980,287166,145281,117222
34013,Essex,NJ,1984,314543,173295,136798
34013,Essex,NJ,1988,276967,156098,111491
34013,Essex,NJ,1992,276858,158130,89146
34013,Essex,NJ,1996,254196,175368,65162
34013,Essex,NJ,2000,259573,185505,66842
34013,Essex,NJ,2004,289348,203681,83374
34013,Essex,NJ,2008,316183,240306,74063
34013,Essex,NJ,2012,303795,237035,64767
34013,Essex,NJ,2016,312884,240837,63176
34013,Essex,NJ,2020,345311,266820,75475
34015,Gloucester,NJ,1960,62259,29752,32474
34015,Gloucester,NJ,1964,64052,40305,23702
34015,Gloucester,NJ,1968,68731,27438,30596
34015,Gloucester,NJ,1972,71209,25509,44806
34015,Gloucester,NJ,1976,75302,38726,34888
34015,Gloucester,NJ,1980,78903,29804,40306
34015,Gloucester,NJ,1984,87050,32702,54041
34015,Gloucester,NJ,1988,88117,35479,51708
34015,Gloucester,NJ,1992,104619,42425,37335
34015,Gloucester,NJ,1996,100495,51915,32116
34015,Gloucester,NJ,2000,107298,61095,42315
34015,Gloucester,NJ,2004,127964,66835,60033
34015,Gloucester,NJ,2008,139430,77267,60315
34015,Gloucester,NJ,2012,135186,74013,59456
34015,Gloucester,NJ,2016,141254,66870,67544
34015,Gloucester,NJ,2020,173453,86702,83340
34017,Hudson,NJ,1960,291292,174754,113972
34017,Hudson,NJ,1964,272009,200051,69515
34017,Hudson,NJ,1968,244560,124939,91324
34017,Hudson,NJ,1972,227600,87977,136895
34017,Hudson,NJ,1976,212730,116241,92636
34017,Hudson,NJ,1980,198688,95622,91207
34017,Hudson,NJ,1984,208244,94304,112834
34017,Hudson,NJ,1988,184463,98507,84334
34017,Hudson,NJ,1992,185057,99799,66505
34017,Hudson,NJ,1996,166009,116121,38288
34017,Hudson,NJ,2000,167361,118206,43804
34017,Hudson,NJ,2004,189446,127447,60646
34017,Hudson,NJ,2008,211312,154140,55360
34017,Hudson,NJ,2012,197504,153108,42369
34017,Hudson,NJ,2016,220542,163917,49043
34017,Hudson,NJ,2020,250458,181452,65698
34019,Hunterdon,NJ,1960,24731,8863,15842
34019,Hunterdon,NJ,1964,25283,15091,10173
34019,Hunterdon,NJ,1968,27439,8755,15851
34019,Hunterdon,NJ,1972,30856,9031,21282
34019,Hunterdon,NJ,1976,32966,12592,19616
34019,Hunterdon,NJ,1980,36430,10029,21403
34019,Hunterdon,NJ,1984,41079,10972,29737
34019,Hunterdon,NJ,1988,46182,13758,31907
34019,Hunterdon,NJ,1992,53974,15423,25130
34019,Hunterdon,NJ,1996,51727,18446,26379
34019,Hunterdon,NJ,2000,56455,21387,32210
34019,Hunterdon,NJ,2004,66680,26050,39888
34019,Hunterdon,NJ,2008,69849,29776,39092
34019,Hunterdon,NJ,2012,66494,26876,38687
34019,Hunterdon,NJ,2016,71660,28898,38712
34019,Hunterdon,NJ,2020,84673,39457,43153
34021,Mercer,NJ,1960,121269,74166,46924
34021,Mercer,NJ,1964,122214,86985,35081
34021,Mercer,NJ,1968,125529,63218,45354
34021,Mercer,NJ,1972,133191,62180,69303
34021,Mercer,NJ,1976,130856,69621,58453
34021,Mercer,NJ,1980,128582,60888,53450
34021,Mercer,NJ,1984,138121,66398,71195
34021,Mercer,NJ,1988,135345,68712,65384
34021,Mercer,NJ,1992,145260,71383,50473
34021,Mercer,NJ,1996,131726,77641,40559
34021,Mercer,NJ,2000,135559,83256,46670
34021,Mercer,NJ,2004,149510,91580,56604
34021,Mercer,NJ,2008,160039,107926,50223
34021,Mercer,NJ,2012,153511,104377,47355
34021,Mercer,NJ,2016,158058,104775,46193
34021,Mercer,NJ,2020,177223,122532,51641
34023,Middlesex,NJ,1960,199556,116095,83025
34023,Middlesex,NJ,1964,215618,151196,63370
34023,Middlesex,NJ,1968,225530,103339,96515
34023,Middlesex,NJ,1972,242694,88397,149033
34023,Middlesex,NJ,1976,240864,122859,113539
34023,Middlesex,NJ,1980,241206,97304,122354
34023,Middlesex,NJ,1984,267853,104905,160221
34023,Middlesex,NJ,1988,264119,117149,143422
34023,Middlesex,NJ,1992,285271,128824,108701
34023,Middlesex,NJ,1996,258386,145201,82433
34023,Middlesex,NJ,2000,258849,154998,93545
34023,Middlesex,NJ,2004,295805,166628,126492
34023,Middlesex,NJ,2008,321015,193812,123695
34023,Middlesex,NJ,2012,301315,190555,107310
34023,Middlesex,NJ,2016,328557,193044,122953
34023,Middlesex,NJ,2020,375692,226250,143467
34025,Monmouth,NJ,1960,144060,62434,81382
34025,Monmouth,NJ,1964,157055,95320,61367
34025,Monmouth,NJ,1968,170456,69669,87311
34025,Monmouth,NJ,1972,189977,63176,124830
34025,Monmouth,NJ,1976,202790,88956,110104
34025,Monmouth,NJ,1980,211971,71328,120173
34025,Monmouth,NJ,1984,232909,79382,152595
34025,Monmouth,NJ,1988,240957,91844,147320
34025,Monmouth,NJ,1992,266116,101750,117715
34025,Monmouth,NJ,1996,248961,120414,99975
34025,Monmouth,NJ,2000,262141,131476,119291
34025,Monmouth,NJ,2004,299939,133773,163650
34025,Monmouth,NJ,2008,312616,148737,160433
34025,Monmouth,NJ,2012,285081,133820,148000
34025,Monmouth,NJ,2016,317750,137181,166723
34025,Monmouth,NJ,2020,378390,181291,191808
34027,Morris,NJ,1960,117883,42698,75039
34027,Morris,NJ,1964,128913,73684,55024
34027,Morris,NJ,1968,148062,52398,85512
34027,Morris,NJ,1972,166434,50937,113469
34027,Morris,NJ,1976,172373,63749,105921
34027,Morris,NJ,1980,173604,48965,105260
34027,Morris,NJ,1984,191504,53201,137719
34027,Morris,NJ,1988,187249,58721,127420
34027,Morris,NJ,1992,209232,67593,108431
34027,Morris,NJ,1996,195745,81092,95830
34027,Morris,NJ,2000,206508,88039,111066
34027,Morris,NJ,2004,235154,98066,135241
34027,Morris,NJ,2008,246916,112275,132331
